idea-39d822ae-live-pseudo-localization-ui-ov.md|ui|moonshot_architect|E6|I8|Live Pseudo-Localization & UI Overflow Preview
idea-3aa75aff-live-self-updating-marketplace.md|functionality|moonshot_architect|E8|I8|Live self-updating marketplace intelligence index
idea-3b24d6ed-submix-bus-mixer-with-ducking.md|functionality|feature_scout|E6|I6|Submix bus mixer with ducking rules
idea-3b8efd65-auto-retry-dead-letter-queue-f.md|functionality|feature_scout|E5|I7|Auto-retry & dead-letter queue for stuck runs
idea-3bf34f3d-stat-weight-tuning-sensitivity.md|functionality|feature_scout|E6|I7|Stat-Weight & Tuning Sensitivity Sweep
idea-3cc2c9d1-interactive-turntable-3d-previ.md|functionality|feature_scout|E4|I6|Interactive turntable 3D preview
idea-3d267f25-difficulty-topology-map-a-god.md|ui|moonshot_architect|E6|I7|Difficulty topology map: a god-view of game balance
idea-3de0c1c9-group-10-audio-tabs-into-desig.md|ui|ui_perfectionist|E4|I7|Group 10 audio tabs into Design / Generate / Status clusters
idea-3e342e59-autonomous-gdd-to-green-self-h.md|functionality|moonshot_architect|E9|I10|Autonomous GDD-to-Green Self-Healing Build Loop
idea-3e4198df-extract-a-shared-notifytrack-t.md|ui|ui_perfectionist|E6|I6|Extract a shared NotifyTrack timeline primitive
idea-3e817d61-real-llm-combat-director-not-k.md|functionality|moonshot_architect|E7|I9|Real LLM combat director, not keyword matching
idea-3f4977fb-mission-control-a-live-shareab.md|ui|moonshot_architect|E7|I7|Mission Control: a live, shareable build command center
idea-3f7e7c81-curve-formula-library-inverse.md|functionality|feature_scout|E6|I7|Curve formula library + inverse time-to-target solver
idea-3f8e6288-label-pbr-maps-with-seamless-t.md|ui|ui_perfectionist|E5|I7|Label PBR maps with seamless-tiling preview and zoom
idea-40a97970-cross-archetype-balance-guardr.md|functionality|feature_scout|E6|I7|Cross-archetype balance guardrails / outlier linter
idea-41b1b5c0-group-the-10-tab-strip-into-4.md|ui|ui_perfectionist|E5|I7|Group the 10-tab strip into 4 collapsible task lanes
idea-41c61ebf-ask-pof-natural-language-inten.md|functionality|moonshot_architect|E6|I9|Ask POF: natural-language intent command bar
idea-427c616a-multiplayer-workspaces-figma-f.md|functionality|moonshot_architect|E9|I8|Multiplayer workspaces: Figma for game-dev panels
idea-42f7d140-frame-data-timeline-for-dodge.md|functionality|feature_scout|E5|I8|Frame-data timeline for dodge i-frames & combat windows
idea-4328916d-living-3d-zone-twin-synced-wit.md|ui|moonshot_architect|E9|I8|Living 3D zone twin synced with the UE editor
idea-43c47c8b-self-balancing-encounters-via.md|functionality|moonshot_architect|E9|I8|Self-balancing encounters via mass simulated playtests
idea-44258ac1-keyboard-and-screen-reader-acc.md|ui|ui_perfectionist|E6|I6|Keyboard and screen-reader access for DAG and Gantt
idea-4445d828-player-digital-twin-telemetry.md|functionality|moonshot_architect|E8|I8|Player digital twin: telemetry-driven balancing
idea-448c5209-plain-english-economy-designer.md|user_benefit|moonshot_architect|E6|I8|Plain-English economy designer with AI explainer
idea-468594be-real-llm-translation-self-lear.md|functionality|moonshot_architect|E7|I9|Real LLM Translation + Self-Learning Memory
idea-46d21abf-ai-feel-director-author-game-f.md|user_benefit|moonshot_architect|E7|I8|AI Feel Director: author game feel from any reference
idea-47e2828f-telemetry-driven-self-tuning-f.md|functionality|moonshot_architect|E9|I8|Telemetry-driven self-tuning feel from real players
idea-4939416e-shareable-animation-pattern-ma.md|functionality|moonshot_architect|E6|I7|Shareable animation pattern marketplace
idea-4952bf02-plain-language-and-localized-a.md|user_benefit|feature_scout|E5|I7|Plain-language and localized advisor responses
idea-4974ec2c-persistent-run-history-with-tr.md|functionality|feature_scout|E6|I8|Persistent run history with transcript replay
idea-4a0cf97d-hydrate-state-machine-editor-f.md|functionality|feature_scout|E5|I8|Hydrate State Machine Editor from AnimBP scan
idea-4b57dbe2-federated-ue5-collective-intel.md|functionality|moonshot_architect|E9|I9|Federated UE5 Collective Intelligence Network
idea-4bf63caa-acoustic-digital-twin-physics.md|functionality|moonshot_architect|E9|I7|Acoustic Digital Twin: physics-derived reverb from geometry
idea-4dc9a947-three-way-round-trip-blueprint.md|functionality|moonshot_architect|E9|I8|Three-Way Round-Trip Blueprint and C++ Reconciliation
idea-4e8d7fda-anticipatory-co-pilot-that-dis.md|user_benefit|moonshot_architect|E6|I8|Anticipatory Co-Pilot That Dispatches the Next Task
idea-5144e216-live-progress-feedback-for-lon.md|ui|ui_perfectionist|E5|I7|Live progress feedback for long streaming CLI runs
idea-5258d1c7-syntax-highlight-generated-ue5.md|ui|ui_perfectionist|E5|I7|Syntax-highlight generated UE5 C++ code previews
idea-52ed7b86-poll-and-render-async-leonardo.md|ui|ui_perfectionist|E5|I7|Poll and render async Leonardo job results inline
idea-53162c43-unify-game-systems-views-with.md|ui|ui_perfectionist|E5|I7|Unify game-systems views with shared empty-state layout
idea-53283c35-extract-blueprint-design-syste.md|ui|ui_perfectionist|E5|I6|Extract blueprint design-system primitives
idea-53af0c30-plain-language-glossary-toolti.md|ui|ui_perfectionist|E5|I7|Plain-language glossary tooltips for combat jargon
idea-53d018a8-live-uobject-inspector-for-sel.md|functionality|feature_scout|E6|I8|Live UObject Inspector for selected actors
idea-5425609e-reference-video-side-by-side-w.md|functionality|feature_scout|E6|I7|Reference video side-by-side with synced scrub bar
idea-549bcb65-autonomous-material-foundry-fu.md|functionality|moonshot_architect|E8|I9|Autonomous Material Foundry: full validated PBR sets
idea-55550990-persistent-mesh-generation-his.md|functionality|feature_scout|E5|I7|Persistent mesh generation history gallery
idea-56842063-make-the-3d-material-preview-h.md|ui|ui_perfectionist|E5|I7|Make the 3D material preview honor all PBR maps
idea-56f5c3dc-balance-audit-linter-for-loot.md|functionality|feature_scout|E4|I7|Balance Audit linter for loot & affix designs
idea-57d2e3ce-syntax-highlighted-adapter-cod.md|ui|ui_perfectionist|E4|I7|Syntax-highlighted adapter code with copy/download actions
idea-5802df5a-one-prompt-game-ready-material.md|functionality|moonshot_architect|E8|I9|One-Prompt Game-Ready Material Foundry
idea-592d55ff-premium-frame-accurate-montage.md|ui|ui_perfectionist|E6|I7|Premium frame-accurate montage scrubber
idea-5b1db241-loot-filter-rule-builder-for-a.md|functionality|feature_scout|E6|I8|Loot Filter Rule Builder for ARPG item filtering
idea-5baa11e8-anticipatory-ui-the-next-layou.md|ui|moonshot_architect|E6|I7|Anticipatory UI: the next layout before you ask
idea-5c8b63a5-snapshot-history-a-b-diff-for.md|functionality|feature_scout|E5|I7|Snapshot history & A/B diff for tuning sessions
idea-5dacc4ff-set-a-legibility-floor-plain-l.md|ui|ui_perfectionist|E5|I6|Set a legibility floor + plain-language GAS copy
idea-5e98aa1d-live-ue5-blueprint-bridge-for.md|functionality|moonshot_architect|E8|I9|Live UE5 Blueprint Bridge for Real-Time Transpilation
idea-5ea5d3b5-live-webgl-preview-of-the-post.md|user_benefit|feature_scout|E7|I9|Live WebGL preview of the post-process stack
idea-5eee9409-parameter-sensitivity-sweep-to.md|functionality|feature_scout|E6|I7|Parameter sensitivity sweep (tornado chart)
idea-5f3b55c6-capacity-aware-sprint-builder.md|functionality|feature_scout|E5|I8|Capacity-aware Sprint Builder for the plan
idea-5f579b32-plain-english-encounter-design.md|user_benefit|moonshot_architect|E8|I9|Plain-English encounter designer
idea-61e19e05-encounter-combo-profile-librar.md|functionality|feature_scout|E5|I8|Encounter & Combo Profile Library (save/load)
idea-6237f43c-ask-your-game-plain-language-p.md|user_benefit|moonshot_architect|E6|I9|Ask-your-game: plain-language producer over the matrix
idea-6409dc73-unify-texture-panel-on-design.md|ui|ui_perfectionist|E4|I6|Unify texture panel on design tokens and tile primitives
idea-662f3717-plain-language-tooltips-for-ev.md|ui|ui_perfectionist|E5|I6|Plain-language tooltips for evaluator jargon terms
idea-671327ea-text-to-world-describe-a-level.md|functionality|moonshot_architect|E8|I9|Text-to-World: describe a level, generate it whole
idea-67296407-composition-dna-a-workspace-th.md|user_benefit|moonshot_architect|E7|I8|Composition DNA: a workspace that learns your habits
idea-6742bbd3-unify-audio-module-visual-lang.md|ui|ui_perfectionist|E5|I7|Unify audio module visual language across tabs
idea-675dc44d-universal-intent-shell-every-m.md|functionality|moonshot_architect|E7|I9|Universal Intent Shell: every module driveable by voice
idea-6af9027c-cinematic-ai-replay-theater-fo.md|ui|moonshot_architect|E6|I8|Cinematic AI replay theater for non-tech reviewers
idea-6bf2f7a3-bot-playtested-levels-with-bal.md|functionality|moonshot_architect|E7|I8|Bot-playtested levels with balance heatmaps
idea-6c133627-unify-dashboards-on-one-access.md|ui|ui_perfectionist|E6|I7|Unify dashboards on one accessible chart primitive set
idea-6c17688f-critical-path-overlay-deadline.md|functionality|feature_scout|E5|I7|Critical-path overlay & deadline-risk alerts on Gantt
idea-6c6be1ae-add-precise-numeric-entry-to-f.md|ui|ui_perfectionist|E4|I6|Add precise numeric entry to feel tuning sliders
idea-6ceabe12-quest-dependency-dag-overlaid.md|functionality|feature_scout|E6|I7|Quest dependency DAG overlaid on zone topology
idea-6d9c9b9a-close-the-loop-auto-adopt-winn.md|functionality|feature_scout|E5|I8|Close the loop: auto-adopt winning variant as live prompt
idea-6ef3584f-programmatic-animbp-graph-gene.md|functionality|moonshot_architect|E8|I9|Programmatic AnimBP graph generation engine
idea-7108fc8e-collective-intelligence-benchm.md|user_benefit|moonshot_architect|E8|I8|Collective Intelligence Benchmark Across Projects
idea-71ab28cf-shareable-loot-genome-codes-co.md|user_benefit|moonshot_architect|E6|I7|Shareable loot genome codes + community marketplace
idea-741888e4-closed-loop-procedural-import.md|functionality|moonshot_architect|E7|I8|Closed-loop procedural import straight into UE5
idea-75fe1f1a-alerting-for-critical-findings.md|functionality|feature_scout|E5|I7|Alerting for critical findings and regressions
idea-76af5b7d-self-evolving-design-director.md|functionality|moonshot_architect|E8|I8|Self-evolving design director from play evidence
idea-76ee4d05-real-time-co-dev-presence-acro.md|functionality|moonshot_architect|E8|I7|Real-time co-dev presence across the app shell
idea-77207102-remote-control-macro-library-s.md|functionality|feature_scout|E6|I7|Remote Control macro library & sequence runner
idea-79afa857-ai-game-master-living-quest-an.md|functionality|moonshot_architect|E8|I9|AI Game Master: living quest and dialogue engine
idea-7b5e0a4a-pacing-curve-with-auto-balance.md|functionality|feature_scout|E5|I7|Pacing curve with auto-balance suggestions
idea-7b6ccedf-build-mission-control-live-cin.md|ui|moonshot_architect|E6|I7|Build Mission Control: live cinematic cook cockpit
idea-7bc512b9-one-click-fixes-for-asset-code.md|functionality|feature_scout|E6|I7|One-click fixes for Asset-Code Oracle violations
idea-7d150641-describe-a-boss-get-a-shippabl.md|functionality|moonshot_architect|E9|I9|Describe a boss, get a shippable UE5 enemy
idea-7df95d2a-director-mode-plain-language-g.md|user_benefit|moonshot_architect|E7|I9|Director Mode: Plain-Language Game Building
idea-7ee002af-enforce-a-minimum-readable-typ.md|ui|delight_designer|E4|I6|Enforce a minimum readable type scale in data panels
idea-7f56765a-in-browser-spatial-audio-audit.md|functionality|feature_scout|E7|I9|In-browser spatial audio audition (Web Audio API)
idea-7f745e3c-describe-your-hero-natural-lan.md|user_benefit|moonshot_architect|E6|I8|Describe-Your-Hero Natural-Language Genome Author
idea-81c6565b-in-browser-3d-montage-preview.md|functionality|moonshot_architect|E8|I8|In-browser 3D montage preview and live scrubber
idea-83d249cc-show-a-friendly-what-changed-c.md|ui|ui_perfectionist|E4|I7|Show a friendly "what changed" composition summary
idea-84abc79e-editable-faucet-sink-item-tabl.md|functionality|feature_scout|E5|I8|Editable faucet/sink/item tables in the UI
idea-84ef55d4-live-viewport-cockpit-clickabl.md|ui|moonshot_architect|E8|I7|Live viewport cockpit: clickable embedded Blender
idea-85295fa3-plain-language-audio-director.md|user_benefit|moonshot_architect|E6|I8|Plain-Language Audio Director for non-technical creators
idea-85775c03-project-style-dna-art-directio.md|functionality|moonshot_architect|E7|I8|Project Style DNA: art-direction consistency engine
idea-8603d0d6-predictive-fragility-radar-for.md|functionality|moonshot_architect|E6|I7|Predictive fragility radar: forecast regressions
idea-874fca7f-define-a-typography-and-contra.md|ui|ui_perfectionist|E5|I6|Define a typography and contrast token scale
idea-884b95bd-live-economy-digital-twin-via.md|functionality|moonshot_architect|E8|I8|Live economy digital twin via telemetry round-trip
idea-88943040-guided-blender-connection-setu.md|user_benefit|feature_scout|E4|I7|Guided Blender connection setup wizard
idea-88deed0f-make-adaptive-composition-scre.md|ui|ui_perfectionist|E6|I6|Make adaptive composition screen-reader accessible
idea-8a45533b-velocity-based-completion-fore.md|user_benefit|feature_scout|E5|I6|Velocity-based completion forecast
idea-8b02ff06-multiplayer-live-editor-figma.md|functionality|moonshot_architect|E9|I8|Multiplayer Live Editor: Figma for Unreal
idea-8bef0f10-localized-voice-subtitle-event.md|user_benefit|feature_scout|E6|I7|Localized voice & subtitle event tracks
idea-8d53b924-adaptive-feel-studio-that-spea.md|ui|moonshot_architect|E6|I8|Adaptive feel studio that speaks the user language
idea-8db7a7ed-agent-flight-recorder-replay-a.md|functionality|moonshot_architect|E7|I8|Agent Flight Recorder: Replay and Branch Any Run
idea-8ec1e105-ai-voice-dubbing-lip-sync-in-1.md|functionality|moonshot_architect|E9|I8|AI Voice Dubbing & Lip-Sync in 13 Languages
idea-8fe58af0-live-in-browser-procgen-previe.md|functionality|moonshot_architect|E8|I9|Live in-browser procgen preview engine
idea-925151c6-forecast-engine-when-will-my-g.md|functionality|moonshot_architect|E6|I8|Forecast engine: when will my game be playable?
idea-9315fe16-in-browser-ue5-accurate-live-l.md|ui|moonshot_architect|E7|I8|In-browser UE5-accurate live look preview
idea-96f178c3-asset-conflict-ue-version-comp.md|functionality|feature_scout|E5|I6|Asset conflict & UE-version compatibility guard
idea-96f25afc-global-build-plan-project-wide.md|functionality|feature_scout|E5|I8|Global Build Plan: project-wide Next-Best-Action queue
idea-99292419-plain-language-decoder-for-cry.md|user_benefit|feature_scout|E3|I6|Plain-language decoder for cryptic effect params
idea-9a559a37-in-browser-3d-walkthrough-of-g.md|ui|moonshot_architect|E6|I7|In-browser 3D walkthrough of generated levels
idea-9ad2c174-shareable-world-recipes-with-a.md|user_benefit|moonshot_architect|E5|I7|Shareable World Recipes with a remix catalog
idea-9c3f9b79-make-the-state-machine-graph-c.md|ui|ui_perfectionist|E6|I6|Make the state-machine graph canvas keyboard accessible
idea-9da1e2df-visual-builder-for-custom-work.md|functionality|feature_scout|E7|I6|Visual builder for custom workflow templates
idea-9e2adfbe-ai-assisted-blueprint-to-c-nod.md|functionality|feature_scout|E6|I8|AI-assisted Blueprint to C++ node transpilation
idea-9e354881-session-vs-session-build-diff.md|functionality|feature_scout|E6|I7|Session-vs-session build diff comparison
idea-9eebaf16-hot-patch-history-with-one-cli.md|functionality|feature_scout|E5|I7|Hot-patch history with one-click rollback
idea-a080133e-engine-agnostic-shell-open-uni.md|functionality|moonshot_architect|E9|I8|Engine-agnostic shell: open Unity and Godot projects
idea-a23c6e6d-auto-ingest-ue5-crashes-from-s.md|functionality|feature_scout|E7|I8|Auto-ingest UE5 crashes from Saved/Crashes folder
idea-a2af29d5-persist-advisor-chat-and-layou.md|user_benefit|feature_scout|E6|I7|Persist advisor chat and layout history across sessions
idea-a2c83d43-add-touch-friendly-dnd-and-tok.md|code_quality|ui_perfectionist|E5|I5|Add touch-friendly DnD and tokenize affix drag ghost
idea-a465ebf2-self-improving-task-engine-tha.md|functionality|moonshot_architect|E9|I9|Self-Improving Task Engine That Learns From Every Run
idea-a60f5663-seed-gallery-with-thumbnails-a.md|functionality|feature_scout|E5|I7|Seed gallery with thumbnails and favorites
idea-a615e7f7-live-co-tuning-bridge-to-a-run.md|functionality|moonshot_architect|E9|I8|Live co-tuning bridge to a running UE5 PIE session
idea-a65d0226-living-project-digital-twin-wi.md|ui|moonshot_architect|E8|I8|Living project digital twin with impact prediction
idea-a6be2c8d-combat-game-feel-simulator-and.md|user_benefit|moonshot_architect|E6|I7|Combat game-feel simulator and responsiveness score
idea-a72d2880-harden-tcp-framing-and-validat.md|code_quality|ui_perfectionist|E5|I6|Harden TCP framing and validate Blender responses
idea-a79bc1c5-plain-english-asset-finder-wit.md|user_benefit|moonshot_architect|E6|I8|Plain-English asset finder with verified wiring
idea-a89549dc-per-task-diff-review-with-one.md|functionality|feature_scout|E6|I7|Per-task diff review with one-click revert
idea-a920346d-constraint-validator-with-auto.md|functionality|feature_scout|E7|I8|Constraint validator with auto-suggest fix
idea-aa0619bd-phase-segmented-cook-progress.md|ui|ui_perfectionist|E5|I8|Phase-segmented cook progress with live ETA
